date,hour,time_local,month,weekday,season,usage,prcp,tmax,tmin,year
2021-04-13,17,17:00:00,April,Tuesday,Spring,3.43,0,60,40,2021
2021-04-13,18,18:00:00,April,Tuesday,Spring,2.55,0,60,40,2021
2021-04-13,19,19:00:00,April,Tuesday,Spring,2.01,0,60,40,2021
2021-04-13,20,20:00:00,April,Tuesday,Spring,2.0700000000000003,0,60,40,2021
2021-04-13,21,21:00:00,April,Tuesday,Spring,1.8599999999999999,0,60,40,2021
2021-04-13,22,22:00:00,April,Tuesday,Spring,2.23,0,60,40,2021
2021-04-13,23,23:00:00,April,Tuesday,Spring,2.26,0,60,40,2021
2021-04-14,0,00:00:00,April,Wednesday,Spring,2.68,0,65,38,2021
2021-04-14,1,01:00:00,April,Wednesday,Spring,1.6199999999999999,0,65,38,2021
2021-04-14,2,02:00:00,April,Wednesday,Spring,0.51,0,65,38,2021
2021-04-14,3,03:00:00,April,Wednesday,Spring,1.19,0,65,38,2021
2021-04-14,4,04:00:00,April,Wednesday,Spring,1.37,0,65,38,2021
2021-04-14,5,05:00:00,April,Wednesday,Spring,1.17,0,65,38,2021
2021-04-14,6,06:00:00,April,Wednesday,Spring,1.37,0,65,38,2021
2021-04-14,7,07:00:00,April,Wednesday,Spring,1.1,0,65,38,2021
2021-04-14,8,08:00:00,April,Wednesday,Spring,0.61,0,65,38,2021
2021-04-14,9,09:00:00,April,Wednesday,Spring,2.16,0,65,38,2021
2021-04-14,10,10:00:00,April,Wednesday,Spring,0.5599999999999999,0,65,38,2021
2021-04-14,11,11:00:00,April,Wednesday,Spring,0.74,0,65,38,2021
2021-04-14,12,12:00:00,April,Wednesday,Spring,0.36,0,65,38,2021
2021-04-14,13,13:00:00,April,Wednesday,Spring,0.17,0,65,38,2021
2021-04-14,14,14:00:00,April,Wednesday,Spring,0.38,0,65,38,2021
2021-04-14,15,15:00:00,April,Wednesday,Spring,0.36,0,65,38,2021
2021-04-14,16,16:00:00,April,Wednesday,Spring,0.09,0,65,38,2021
2021-04-14,17,17:00:00,April,Wednesday,Spring,1.1800000000000002,0,65,38,2021
2021-04-14,18,18:00:00,April,Wednesday,Spring,1.4100000000000001,0,65,38,2021
2021-04-14,19,19:00:00,April,Wednesday,Spring,1.08,0,65,38,2021
2021-04-14,20,20:00:00,April,Wednesday,Spring,0.47000000000000003,0,65,38,2021
2021-04-14,21,21:00:00,April,Wednesday,Spring,0.16999999999999998,0,65,38,2021
2021-04-14,22,22:00:00,April,Wednesday,Spring,0.43,0,65,38,2021
2021-04-14,23,23:00:00,April,Wednesday,Spring,0.4,0,65,38,2021
2021-04-15,0,00:00:00,April,Thursday,Spring,1.26,0,70,41,2021
2021-04-15,1,01:00:00,April,Thursday,Spring,1.42,0,70,41,2021
2021-04-15,2,02:00:00,April,Thursday,Spring,1.06,0,70,41,2021
2021-04-15,3,03:00:00,April,Thursday,Spring,1.4,0,70,41,2021
2021-04-15,4,04:00:00,April,Thursday,Spring,1.06,0,70,41,2021
2021-04-15,5,05:00:00,April,Thursday,Spring,1.49,0,70,41,2021
2021-04-15,6,06:00:00,April,Thursday,Spring,1.09,0,70,41,2021
2021-04-15,7,07:00:00,April,Thursday,Spring,1.4200000000000002,0,70,41,2021
2021-04-15,8,08:00:00,April,Thursday,Spring,1.08,0,70,41,2021
2021-04-15,9,09:00:00,April,Thursday,Spring,1.35,0,70,41,2021
2021-04-15,10,10:00:00,April,Thursday,Spring,0.08,0,70,41,2021
2021-04-15,11,11:00:00,April,Thursday,Spring,0.39,0,70,41,2021
2021-04-15,12,12:00:00,April,Thursday,Spring,0.38,0,70,41,2021
2021-04-15,13,13:00:00,April,Thursday,Spring,0.16999999999999998,0,70,41,2021
2021-04-15,14,14:00:00,April,Thursday,Spring,0.41,0,70,41,2021
2021-04-15,15,15:00:00,April,Thursday,Spring,0.38,0,70,41,2021
2021-04-15,16,16:00:00,April,Thursday,Spring,0.09,0,70,41,2021
2021-04-15,17,17:00:00,April,Thursday,Spring,1.25,0,70,41,2021
2021-04-15,18,18:00:00,April,Thursday,Spring,1.08,0,70,41,2021
2021-04-15,19,19:00:00,April,Thursday,Spring,0.97,0,70,41,2021
2021-04-15,20,20:00:00,April,Thursday,Spring,0.08,0,70,41,2021
2021-04-15,21,21:00:00,April,Thursday,Spring,0.5,0,70,41,2021
2021-04-15,22,22:00:00,April,Thursday,Spring,0.44,0,70,41,2021
2021-04-15,23,23:00:00,April,Thursday,Spring,0.1,0,70,41,2021
2021-04-16,0,00:00:00,April,Friday,Spring,0.8600000000000001,0,76,45,2021
2021-04-16,1,01:00:00,April,Friday,Spring,1.08,0,76,45,2021
2021-04-16,2,02:00:00,April,Friday,Spring,1.3900000000000001,0,76,45,2021
2021-04-16,3,03:00:00,April,Friday,Spring,1.08,0,76,45,2021
2021-04-16,4,04:00:00,April,Friday,Spring,1.4100000000000001,0,76,45,2021
2021-04-16,5,05:00:00,April,Friday,Spring,0.65,0,76,45,2021
2021-04-16,6,06:00:00,April,Friday,Spring,0.28,0,76,45,2021
2021-04-16,7,07:00:00,April,Friday,Spring,0.41,0,76,45,2021
2021-04-16,8,08:00:00,April,Friday,Spring,1.08,0,76,45,2021
2021-04-16,9,09:00:00,April,Friday,Spring,1.42,0,76,45,2021
2021-04-16,10,10:00:00,April,Friday,Spring,1.08,0,76,45,2021
2021-04-16,11,11:00:00,April,Friday,Spring,1.36,0,76,45,2021
2021-04-16,12,12:00:00,April,Friday,Spring,0.08,0,76,45,2021
2021-04-16,13,13:00:00,April,Friday,Spring,0.48000000000000004,0,76,45,2021
2021-04-16,14,14:00:00,April,Friday,Spring,0.41,0,76,45,2021
2021-04-16,15,15:00:00,April,Friday,Spring,0.09,0,76,45,2021
2021-04-16,16,16:00:00,April,Friday,Spring,0.42,0,76,45,2021
2021-04-16,17,17:00:00,April,Friday,Spring,0.09,0,76,45,2021
2021-04-16,18,18:00:00,April,Friday,Spring,0.41,0,76,45,2021
2021-04-16,19,19:00:00,April,Friday,Spring,0.1,0,76,45,2021
2021-04-16,20,20:00:00,April,Friday,Spring,0.44,0,76,45,2021
2021-04-16,21,21:00:00,April,Friday,Spring,0.86,0,76,45,2021
2021-04-16,22,22:00:00,April,Friday,Spring,3.3,0,76,45,2021
2021-04-16,23,23:00:00,April,Friday,Spring,2.8899999999999997,0,76,45,2021
2021-04-17,0,00:00:00,April,Saturday,Spring,3.76,0,77,46,2021
2021-04-17,1,01:00:00,April,Saturday,Spring,5.9399999999999995,0,77,46,2021
2021-04-17,2,02:00:00,April,Saturday,Spring,3.57,0,77,46,2021
2021-04-17,3,03:00:00,April,Saturday,Spring,1.68,0,77,46,2021
2021-04-17,4,04:00:00,April,Saturday,Spring,0.4,0,77,46,2021
2021-04-17,5,05:00:00,April,Saturday,Spring,0.46,0,77,46,2021
2021-04-17,6,06:00:00,April,Saturday,Spring,0.36,0,77,46,2021
2021-04-17,7,07:00:00,April,Saturday,Spring,0.14,0,77,46,2021
2021-04-17,8,08:00:00,April,Saturday,Spring,0.49,0,77,46,2021
2021-04-17,9,09:00:00,April,Saturday,Spring,0.22,0,77,46,2021
2021-04-17,10,10:00:00,April,Saturday,Spring,1.1400000000000001,0,77,46,2021
2021-04-17,11,11:00:00,April,Saturday,Spring,2.53,0,77,46,2021
2021-04-17,12,12:00:00,April,Saturday,Spring,1.09,0,77,46,2021
2021-04-17,13,13:00:00,April,Saturday,Spring,0.63,0,77,46,2021
2021-04-17,14,14:00:00,April,Saturday,Spring,1.9300000000000002,0,77,46,2021
2021-04-17,15,15:00:00,April,Saturday,Spring,3.92,0,77,46,2021
2021-04-17,16,16:00:00,April,Saturday,Spring,3.93,0,77,46,2021
2021-04-17,17,17:00:00,April,Saturday,Spring,3.31,0,77,46,2021
2021-04-17,18,18:00:00,April,Saturday,Spring,2.66,0,77,46,2021
2021-04-17,19,19:00:00,April,Saturday,Spring,0.25,0,77,46,2021
2021-04-17,20,20:00:00,April,Saturday,Spring,0.8700000000000001,0,77,46,2021
2021-04-17,21,21:00:00,April,Saturday,Spring,3.6,0,77,46,2021
2021-04-17,22,22:00:00,April,Saturday,Spring,5.23,0,77,46,2021
2021-04-17,23,23:00:00,April,Saturday,Spring,2.24,0,77,46,2021
2021-04-18,0,00:00:00,April,Sunday,Spring,1.6400000000000001,0,77,46,2021
2021-04-18,1,01:00:00,April,Sunday,Spring,3.43,0,77,46,2021
2021-04-18,2,02:00:00,April,Sunday,Spring,1.55,0,77,46,2021
2021-04-18,3,03:00:00,April,Sunday,Spring,1.42,0,77,46,2021
2021-04-18,4,04:00:00,April,Sunday,Spring,1.36,0,77,46,2021
2021-04-18,5,05:00:00,April,Sunday,Spring,1.18,0,77,46,2021
2021-04-18,6,06:00:00,April,Sunday,Spring,1.3800000000000001,0,77,46,2021
2021-04-18,7,07:00:00,April,Sunday,Spring,1.08,0,77,46,2021
2021-04-18,8,08:00:00,April,Sunday,Spring,1.42,0,77,46,2021
2021-04-18,9,09:00:00,April,Sunday,Spring,1.85,0,77,46,2021
2021-04-18,10,10:00:00,April,Sunday,Spring,2.27,0,77,46,2021
2021-04-18,11,11:00:00,April,Sunday,Spring,0.8,0,77,46,2021
2021-04-18,12,12:00:00,April,Sunday,Spring,2.5300000000000002,0,77,46,2021
2021-04-18,13,13:00:00,April,Sunday,Spring,3.4299999999999997,0,77,46,2021
2021-04-18,14,14:00:00,April,Sunday,Spring,2.35,0,77,46,2021
2021-04-18,15,15:00:00,April,Sunday,Spring,0.97,0,77,46,2021
2021-04-18,16,16:00:00,April,Sunday,Spring,0.42,0,77,46,2021
2021-04-18,17,17:00:00,April,Sunday,Spring,0.94,0,77,46,2021
2021-04-18,18,18:00:00,April,Sunday,Spring,0.43,0,77,46,2021
2021-04-18,19,19:00:00,April,Sunday,Spring,1.3699999999999999,0,77,46,2021
2021-04-18,20,20:00:00,April,Sunday,Spring,1.53,0,77,46,2021
2021-04-18,21,21:00:00,April,Sunday,Spring,2.16,0,77,46,2021
2021-04-18,22,22:00:00,April,Sunday,Spring,1.9,0,77,46,2021
2021-04-18,23,23:00:00,April,Sunday,Spring,2.01,0,77,46,2021
2021-04-19,0,00:00:00,April,Monday,Spring,1.16,0,74,46,2021
2021-04-19,1,01:00:00,April,Monday,Spring,1.44,0,74,46,2021
2021-04-19,2,02:00:00,April,Monday,Spring,1.8900000000000001,0,74,46,2021
2021-04-19,3,03:00:00,April,Monday,Spring,1.91,0,74,46,2021
2021-04-19,4,04:00:00,April,Monday,Spring,0.8400000000000001,0,74,46,2021
2021-04-19,5,05:00:00,April,Monday,Spring,2.59,0,74,46,2021
2021-04-19,6,06:00:00,April,Monday,Spring,1.9500000000000002,0,74,46,2021
2021-04-19,7,07:00:00,April,Monday,Spring,2.3,0,74,46,2021
2021-04-19,8,08:00:00,April,Monday,Spring,1.56,0,74,46,2021
2021-04-19,9,09:00:00,April,Monday,Spring,0.46,0,74,46,2021
2021-04-19,10,10:00:00,April,Monday,Spring,0.58,0,74,46,2021
2021-04-19,11,11:00:00,April,Monday,Spring,1.83,0,74,46,2021
2021-04-19,12,12:00:00,April,Monday,Spring,0.73,0,74,46,2021
2021-04-19,13,13:00:00,April,Monday,Spring,0.73,0,74,46,2021
2021-04-19,14,14:00:00,April,Monday,Spring,0.54,0,74,46,2021
2021-04-19,15,15:00:00,April,Monday,Spring,0.18,0,74,46,2021
2021-04-19,16,16:00:00,April,Monday,Spring,1,0,74,46,2021
2021-04-19,17,17:00:00,April,Monday,Spring,0.76,0,74,46,2021
2021-04-19,18,18:00:00,April,Monday,Spring,0.81,0,74,46,2021
2021-04-19,19,19:00:00,April,Monday,Spring,0.51,0,74,46,2021
2021-04-19,20,20:00:00,April,Monday,Spring,0.46,0,74,46,2021
2021-04-19,21,21:00:00,April,Monday,Spring,0.76,0,74,46,2021
2021-04-19,22,22:00:00,April,Monday,Spring,0.99,0,74,46,2021
2021-04-19,23,23:00:00,April,Monday,Spring,0.62,0,74,46,2021
2021-04-20,0,00:00:00,April,Tuesday,Spring,0.63,0,68,46,2021
2021-04-20,1,01:00:00,April,Tuesday,Spring,0.71,0,68,46,2021
2021-04-20,2,02:00:00,April,Tuesday,Spring,0.87,0,68,46,2021
2021-04-20,3,03:00:00,April,Tuesday,Spring,1.18,0,68,46,2021
2021-04-20,4,04:00:00,April,Tuesday,Spring,0.6499999999999999,0,68,46,2021
2021-04-20,5,05:00:00,April,Tuesday,Spring,1.35,0,68,46,2021
2021-04-20,6,06:00:00,April,Tuesday,Spring,1.5799999999999998,0,68,46,2021
2021-04-20,7,07:00:00,April,Tuesday,Spring,1.4000000000000001,0,68,46,2021
2021-04-20,8,08:00:00,April,Tuesday,Spring,0.7,0,68,46,2021
2021-04-20,9,09:00:00,April,Tuesday,Spring,1,0,68,46,2021
2021-04-20,10,10:00:00,April,Tuesday,Spring,0.78,0,68,46,2021
2021-04-20,11,11:00:00,April,Tuesday,Spring,0.71,0,68,46,2021
2021-04-20,12,12:00:00,April,Tuesday,Spring,1.07,0,68,46,2021
2021-04-20,13,13:00:00,April,Tuesday,Spring,0.65,0,68,46,2021
2021-04-20,14,14:00:00,April,Tuesday,Spring,1.6800000000000002,0,68,46,2021
2021-04-20,15,15:00:00,April,Tuesday,Spring,1.27,0,68,46,2021
2021-04-20,16,16:00:00,April,Tuesday,Spring,0.84,0,68,46,2021
2021-04-20,17,17:00:00,April,Tuesday,Spring,0.42000000000000004,0,68,46,2021
2021-04-20,18,18:00:00,April,Tuesday,Spring,0.09,0,68,46,2021
2021-04-20,19,19:00:00,April,Tuesday,Spring,0.38,0,68,46,2021
2021-04-20,20,20:00:00,April,Tuesday,Spring,0.38,0,68,46,2021
2021-04-20,21,21:00:00,April,Tuesday,Spring,1.56,0,68,46,2021
2021-04-20,22,22:00:00,April,Tuesday,Spring,1.16,0,68,46,2021
2021-04-20,23,23:00:00,April,Tuesday,Spring,1.27,0,68,46,2021
2021-04-21,0,00:00:00,April,Wednesday,Spring,1.04,0,69,45,2021
2021-04-21,1,01:00:00,April,Wednesday,Spring,0.96,0,69,45,2021
2021-04-21,2,02:00:00,April,Wednesday,Spring,1.17,0,69,45,2021
2021-04-21,3,03:00:00,April,Wednesday,Spring,1.58,0,69,45,2021
2021-04-21,4,04:00:00,April,Wednesday,Spring,1.01,0,69,45,2021
2021-04-21,5,05:00:00,April,Wednesday,Spring,1.59,0,69,45,2021
2021-04-21,6,06:00:00,April,Wednesday,Spring,2.01,0,69,45,2021
2021-04-21,7,07:00:00,April,Wednesday,Spring,1.66,0,69,45,2021
2021-04-21,8,08:00:00,April,Wednesday,Spring,1.52,0,69,45,2021
2021-04-21,9,09:00:00,April,Wednesday,Spring,1.4000000000000001,0,69,45,2021
2021-04-21,10,10:00:00,April,Wednesday,Spring,0.6900000000000001,0,69,45,2021
2021-04-21,11,11:00:00,April,Wednesday,Spring,0.49,0,69,45,2021
2021-04-21,12,12:00:00,April,Wednesday,Spring,0.74,0,69,45,2021
2021-04-21,13,13:00:00,April,Wednesday,Spring,0.41000000000000003,0,69,45,2021
2021-04-21,14,14:00:00,April,Wednesday,Spring,0.66,0,69,45,2021
2021-04-21,15,15:00:00,April,Wednesday,Spring,0.45999999999999996,0,69,45,2021
2021-04-21,16,16:00:00,April,Wednesday,Spring,0.74,0,69,45,2021
2021-04-21,17,17:00:00,April,Wednesday,Spring,3.4,0,69,45,2021
2021-04-21,18,18:00:00,April,Wednesday,Spring,1.32,0,69,45,2021
2021-04-21,19,19:00:00,April,Wednesday,Spring,1.47,0,69,45,2021
2021-04-21,20,20:00:00,April,Wednesday,Spring,1.8,0,69,45,2021
2021-04-21,21,21:00:00,April,Wednesday,Spring,2.77,0,69,45,2021
2021-04-21,22,22:00:00,April,Wednesday,Spring,2.9,0,69,45,2021
2021-04-21,23,23:00:00,April,Wednesday,Spring,1.47,0,69,45,2021
2021-04-22,0,00:00:00,April,Thursday,Spring,0.52,0,63,47,2021
2021-04-22,1,01:00:00,April,Thursday,Spring,0.47,0,63,47,2021
2021-04-22,2,02:00:00,April,Thursday,Spring,0.41000000000000003,0,63,47,2021
2021-04-22,3,03:00:00,April,Thursday,Spring,0.9700000000000001,0,63,47,2021
2021-04-22,4,04:00:00,April,Thursday,Spring,0.16,0,63,47,2021
2021-04-22,5,05:00:00,April,Thursday,Spring,1.13,0,63,47,2021
2021-04-22,6,06:00:00,April,Thursday,Spring,1,0,63,47,2021
2021-04-22,7,07:00:00,April,Thursday,Spring,1.4100000000000001,0,63,47,2021
2021-04-22,8,08:00:00,April,Thursday,Spring,1.06,0,63,47,2021
2021-04-22,9,09:00:00,April,Thursday,Spring,1.47,0,63,47,2021
2021-04-22,10,10:00:00,April,Thursday,Spring,0.35,0,63,47,2021
2021-04-22,11,11:00:00,April,Thursday,Spring,1.16,0,63,47,2021
2021-04-22,12,12:00:00,April,Thursday,Spring,2.62,0,63,47,2021
2021-04-22,13,13:00:00,April,Thursday,Spring,1.38,0,63,47,2021
2021-04-22,14,14:00:00,April,Thursday,Spring,0.64,0,63,47,2021
2021-04-22,15,15:00:00,April,Thursday,Spring,0.42000000000000004,0,63,47,2021
2021-04-22,16,16:00:00,April,Thursday,Spring,1.2,0,63,47,2021
2021-04-22,17,17:00:00,April,Thursday,Spring,4.45,0,63,47,2021
2021-04-22,18,18:00:00,April,Thursday,Spring,1.49,0,63,47,2021
2021-04-22,19,19:00:00,April,Thursday,Spring,1.05,0,63,47,2021
2021-04-22,20,20:00:00,April,Thursday,Spring,0.5900000000000001,0,63,47,2021
2021-04-22,21,21:00:00,April,Thursday,Spring,2.92,0,63,47,2021
2021-04-22,22,22:00:00,April,Thursday,Spring,4.73,0,63,47,2021
2021-04-22,23,23:00:00,April,Thursday,Spring,2.02,0,63,47,2021
2021-04-23,0,00:00:00,April,Friday,Spring,1.42,0.02,62,46,2021
2021-04-23,1,01:00:00,April,Friday,Spring,1.31,0.02,62,46,2021
2021-04-23,2,02:00:00,April,Friday,Spring,0.7300000000000001,0.02,62,46,2021
2021-04-23,3,03:00:00,April,Friday,Spring,1.08,0.02,62,46,2021
2021-04-23,4,04:00:00,April,Friday,Spring,1.38,0.02,62,46,2021
2021-04-23,5,05:00:00,April,Friday,Spring,1.1300000000000001,0.02,62,46,2021
2021-04-23,6,06:00:00,April,Friday,Spring,1.67,0.02,62,46,2021
2021-04-23,7,07:00:00,April,Friday,Spring,1.02,0.02,62,46,2021
2021-04-23,8,08:00:00,April,Friday,Spring,1.49,0.02,62,46,2021
2021-04-23,9,09:00:00,April,Friday,Spring,2.31,0.02,62,46,2021
2021-04-23,10,10:00:00,April,Friday,Spring,0.9,0.02,62,46,2021
2021-04-23,11,11:00:00,April,Friday,Spring,3.7399999999999998,0.02,62,46,2021
2021-04-23,12,12:00:00,April,Friday,Spring,2.17,0.02,62,46,2021
2021-04-23,13,13:00:00,April,Friday,Spring,1.53,0.02,62,46,2021
2021-04-23,14,14:00:00,April,Friday,Spring,1.38,0.02,62,46,2021
2021-04-23,15,15:00:00,April,Friday,Spring,1.34,0.02,62,46,2021
2021-04-23,16,16:00:00,April,Friday,Spring,1.35,0.02,62,46,2021
2021-04-23,17,17:00:00,April,Friday,Spring,2.11,0.02,62,46,2021
2021-04-23,18,18:00:00,April,Friday,Spring,1.4,0.02,62,46,2021
2021-04-23,19,19:00:00,April,Friday,Spring,0.85,0.02,62,46,2021
2021-04-23,20,20:00:00,April,Friday,Spring,0.86,0.02,62,46,2021
2021-04-23,21,21:00:00,April,Friday,Spring,0.88,0.02,62,46,2021
2021-04-23,22,22:00:00,April,Friday,Spring,1.15,0.02,62,46,2021
2021-04-23,23,23:00:00,April,Friday,Spring,3.15,0.02,62,46,2021
2021-04-24,0,00:00:00,April,Saturday,Spring,1.5,0.37,51,47,2021
2021-04-24,1,01:00:00,April,Saturday,Spring,0.49,0.37,51,47,2021
2021-04-24,2,02:00:00,April,Saturday,Spring,0.8300000000000001,0.37,51,47,2021
2021-04-24,3,03:00:00,April,Saturday,Spring,1.11,0.37,51,47,2021
2021-04-24,4,04:00:00,April,Saturday,Spring,3.05,0.37,51,47,2021
2021-04-24,5,05:00:00,April,Saturday,Spring,1.6400000000000001,0.37,51,47,2021
2021-04-24,6,06:00:00,April,Saturday,Spring,1.4500000000000002,0.37,51,47,2021
2021-04-24,7,07:00:00,April,Saturday,Spring,1.18,0.37,51,47,2021
2021-04-24,8,08:00:00,April,Saturday,Spring,0.44,0.37,51,47,2021
2021-04-24,9,09:00:00,April,Saturday,Spring,1.28,0.37,51,47,2021
2021-04-24,10,10:00:00,April,Saturday,Spring,0.86,0.37,51,47,2021
2021-04-24,11,11:00:00,April,Saturday,Spring,2.07,0.37,51,47,2021
2021-04-24,12,12:00:00,April,Saturday,Spring,1.79,0.37,51,47,2021
2021-04-24,13,13:00:00,April,Saturday,Spring,1.24,0.37,51,47,2021
2021-04-24,14,14:00:00,April,Saturday,Spring,7.0600000000000005,0.37,51,47,2021
2021-04-24,15,15:00:00,April,Saturday,Spring,2.14,0.37,51,47,2021
2021-04-24,16,16:00:00,April,Saturday,Spring,3.9299999999999997,0.37,51,47,2021
2021-04-24,17,17:00:00,April,Saturday,Spring,1.37,0.37,51,47,2021
2021-04-24,18,18:00:00,April,Saturday,Spring,1.36,0.37,51,47,2021
2021-04-24,19,19:00:00,April,Saturday,Spring,1.08,0.37,51,47,2021
2021-04-24,20,20:00:00,April,Saturday,Spring,1.4,0.37,51,47,2021
2021-04-24,21,21:00:00,April,Saturday,Spring,2.51,0.37,51,47,2021
2021-04-24,22,22:00:00,April,Saturday,Spring,3.53,0.37,51,47,2021
2021-04-24,23,23:00:00,April,Saturday,Spring,0.39,0.37,51,47,2021
2021-04-25,0,00:00:00,April,Sunday,Spring,0.74,0.18,61,46,2021
2021-04-25,1,01:00:00,April,Sunday,Spring,0.74,0.18,61,46,2021
2021-04-25,2,02:00:00,April,Sunday,Spring,1.19,0.18,61,46,2021
2021-04-25,3,03:00:00,April,Sunday,Spring,0.39,0.18,61,46,2021
2021-04-25,4,04:00:00,April,Sunday,Spring,0.92,0.18,61,46,2021
2021-04-25,5,05:00:00,April,Sunday,Spring,1.62,0.18,61,46,2021
2021-04-25,6,06:00:00,April,Sunday,Spring,1.31,0.18,61,46,2021
2021-04-25,7,07:00:00,April,Sunday,Spring,1,0.18,61,46,2021
2021-04-25,8,08:00:00,April,Sunday,Spring,1.43,0.18,61,46,2021
2021-04-25,9,09:00:00,April,Sunday,Spring,1.23,0.18,61,46,2021
2021-04-25,10,10:00:00,April,Sunday,Spring,0.48,0.18,61,46,2021
2021-04-25,11,11:00:00,April,Sunday,Spring,1.99,0.18,61,46,2021
2021-04-25,12,12:00:00,April,Sunday,Spring,1.22,0.18,61,46,2021
2021-04-25,13,13:00:00,April,Sunday,Spring,0.2,0.18,61,46,2021
2021-04-25,14,14:00:00,April,Sunday,Spring,0.69,0.18,61,46,2021
2021-04-25,15,15:00:00,April,Sunday,Spring,1.26,0.18,61,46,2021
2021-04-25,16,16:00:00,April,Sunday,Spring,0.44999999999999996,0.18,61,46,2021
2021-04-25,17,17:00:00,April,Sunday,Spring,0.9600000000000001,0.18,61,46,2021
2021-04-25,18,18:00:00,April,Sunday,Spring,1.8599999999999999,0.18,61,46,2021
2021-04-25,19,19:00:00,April,Sunday,Spring,0.12,0.18,61,46,2021
2021-04-25,20,20:00:00,April,Sunday,Spring,0.48,0.18,61,46,2021
2021-04-25,21,21:00:00,April,Sunday,Spring,0.76,0.18,61,46,2021
2021-04-25,22,22:00:00,April,Sunday,Spring,1.96,0.18,61,46,2021
2021-04-25,23,23:00:00,April,Sunday,Spring,0.87,0.18,61,46,2021
2021-04-26,0,00:00:00,April,Monday,Spring,3.17,0,62,47,2021
2021-04-26,1,01:00:00,April,Monday,Spring,1.4100000000000001,0,62,47,2021
2021-04-26,2,02:00:00,April,Monday,Spring,1.79,0,62,47,2021
2021-04-26,3,03:00:00,April,Monday,Spring,0.5,0,62,47,2021
2021-04-26,4,04:00:00,April,Monday,Spring,0.91,0,62,47,2021
2021-04-26,5,05:00:00,April,Monday,Spring,1.6400000000000001,0,62,47,2021
2021-04-26,6,06:00:00,April,Monday,Spring,0.7100000000000001,0,62,47,2021
2021-04-26,7,07:00:00,April,Monday,Spring,0.97,0,62,47,2021
2021-04-26,8,08:00:00,April,Monday,Spring,1.1,0,62,47,2021
2021-04-26,9,09:00:00,April,Monday,Spring,1.67,0,62,47,2021
2021-04-26,10,10:00:00,April,Monday,Spring,1.38,0,62,47,2021
2021-04-26,11,11:00:00,April,Monday,Spring,0.91,0,62,47,2021
2021-04-26,12,12:00:00,April,Monday,Spring,0.9700000000000001,0,62,47,2021
2021-04-26,13,13:00:00,April,Monday,Spring,0.78,0,62,47,2021
2021-04-26,14,14:00:00,April,Monday,Spring,0.48000000000000004,0,62,47,2021
2021-04-26,15,15:00:00,April,Monday,Spring,1.02,0,62,47,2021
2021-04-26,16,16:00:00,April,Monday,Spring,0.82,0,62,47,2021
2021-04-26,17,17:00:00,April,Monday,Spring,0.91,0,62,47,2021
2021-04-26,18,18:00:00,April,Monday,Spring,1.35,0,62,47,2021
2021-04-26,19,19:00:00,April,Monday,Spring,0.93,0,62,47,2021
2021-04-26,20,20:00:00,April,Monday,Spring,1.04,0,62,47,2021
2021-04-26,21,21:00:00,April,Monday,Spring,1.51,0,62,47,2021
2021-04-26,22,22:00:00,April,Monday,Spring,3.39,0,62,47,2021
2021-04-26,23,23:00:00,April,Monday,Spring,4.890000000000001,0,62,47,2021
2021-04-27,0,00:00:00,April,Tuesday,Spring,2.17,0,61,45,2021
2021-04-27,1,01:00:00,April,Tuesday,Spring,1.95,0,61,45,2021
2021-04-27,2,02:00:00,April,Tuesday,Spring,1.91,0,61,45,2021
2021-04-27,3,03:00:00,April,Tuesday,Spring,1.8399999999999999,0,61,45,2021
2021-04-27,4,04:00:00,April,Tuesday,Spring,2.32,0,61,45,2021
2021-04-27,5,05:00:00,April,Tuesday,Spring,2.1,0,61,45,2021
2021-04-27,6,06:00:00,April,Tuesday,Spring,2.15,0,61,45,2021
2021-04-27,7,07:00:00,April,Tuesday,Spring,2.35,0,61,45,2021
2021-04-27,8,08:00:00,April,Tuesday,Spring,2.28,0,61,45,2021
2021-04-27,9,09:00:00,April,Tuesday,Spring,2.02,0,61,45,2021
2021-04-27,10,10:00:00,April,Tuesday,Spring,2.9299999999999997,0,61,45,2021
2021-04-27,11,11:00:00,April,Tuesday,Spring,1.96,0,61,45,2021
2021-04-27,12,12:00:00,April,Tuesday,Spring,1.3099999999999998,0,61,45,2021
2021-04-27,13,13:00:00,April,Tuesday,Spring,0.84,0,61,45,2021
2021-04-27,14,14:00:00,April,Tuesday,Spring,0.97,0,61,45,2021
2021-04-27,15,15:00:00,April,Tuesday,Spring,3.35,0,61,45,2021
2021-04-27,16,16:00:00,April,Tuesday,Spring,1.12,0,61,45,2021
2021-04-27,17,17:00:00,April,Tuesday,Spring,0.41,0,61,45,2021
2021-04-27,18,18:00:00,April,Tuesday,Spring,0.3,0,61,45,2021
2021-04-27,19,19:00:00,April,Tuesday,Spring,4.2700000000000005,0,61,45,2021
2021-04-27,20,20:00:00,April,Tuesday,Spring,4.07,0,61,45,2021
2021-04-27,21,21:00:00,April,Tuesday,Spring,2.67,0,61,45,2021
2021-04-27,22,22:00:00,April,Tuesday,Spring,2.83,0,61,45,2021
2021-04-27,23,23:00:00,April,Tuesday,Spring,2.99,0,61,45,2021
2021-04-28,0,00:00:00,April,Wednesday,Spring,2.62,0,64,48,2021
2021-04-28,1,01:00:00,April,Wednesday,Spring,4.64,0,64,48,2021
2021-04-28,2,02:00:00,April,Wednesday,Spring,2.16,0,64,48,2021
